Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
40 CARRUTHERS STREET ,"ILAM, CHRISTCHURCH",8041,4,2,2.0,799.0,221.0,1960.0,950.0,2024-02-06,92.0,False,840000,1.910828025477707,2024Q1
34 SHIRLEY ROAD ,"SHIRLEY, CHRISTCHURCH",8013,3,1,3.0,739.0,160.0,1935.0,490.0,2024-02-06,7.0,False,660000,-2.928870292887029,2024Q1
20 HELEN PLACE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,374.0,165.0,2021.0,690.0,2024-02-06,7.0,False,880000,-2.928870292887029,2024Q1
11 BINGS LANE,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,76.0,80.0,2019.0,500.0,2024-02-06,7.0,False,470000,-4.413145539906103,2024Q1
3/66 INNES ROAD,"ST ALBANS, CHRISTCHURCH",8052,2,2,1.0,98.0,78.0,2021.0,590.0,2024-02-06,7.0,False,650000,4.672897196261682,2024Q1
4/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2.0,508.0,110.0,1970.0,595.0,2024-02-06,7.0,False,380000,-0.41841004184100417,2024Q1
35 CHARLES STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,96.0,72.0,2022.0,520.0,2024-02-06,22.0,False,535000,-0.9523809523809524,2024Q1
4/6 TRENT STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,117.0,62.0,2023.0,500.0,2024-02-07,23.0,False,540000,0.0,2024Q1
4/36 ALLARD STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,127.0,66.0,2024.0,530.0,2024-02-07,7.0,False,660000,0.0,2024Q1
2/27 CASTILE PLACE ,"BELFAST, CHRISTCHURCH",8051,3,1,1.0,508.0,110.0,1995.0,520.0,2024-02-07,7.0,False,530000,-0.41841004184100417,2024Q1
1/73 ROYAL PARK DRIVE ,"PARKLANDS, CHRISTCHURCH",8083,3,1,1.0,508.0,110.0,1975.0,520.0,2024-02-07,27.0,False,450000,-12.97071129707113,2024Q1
58 WYON STREET,"LINWOOD, CHRISTCHURCH",8062,2,1,2.0,508.0,100.0,1940.0,565.0,2024-02-07,7.0,False,405000,0.9523809523809524,2024Q1
16/443 CASHEL STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,58.0,2000.0,500.0,2024-02-07,15.0,False,365000,0.9523809523809524,2024Q1
1/189 COLOMBO STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1965.0,460.0,2024-02-07,7.0,False,460000,-2.818270165208941,2024Q1
3/61 MARSHLAND ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,2,1.0,128.0,114.0,2020.0,650.0,2024-02-07,7.0,False,740000,-14.40329218106996,2024Q1
3/21 LINWOOD AVENUE,"LINWOOD, CHRISTCHURCH",8011,2,2,1.0,80.0,72.0,2023.0,490.0,2024-02-07,7.0,False,600000,-2.8741328047571852,2024Q1
1/15 MEMORIAL AVENUE ,"ILAM, CHRISTCHURCH",8053,4,2,2.0,508.0,180.0,1940.0,750.0,2024-02-07,13.0,False,810000,4.57516339869281,2024Q1
1/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,1.0,76.0,77.0,2021.0,510.0,2024-02-07,7.0,False,600000,-12.605042016806722,2024Q1
59 SAINT ANDREWS HILL ROAD ,"MOUNT PLEASANT, CHRISTCHURCH",8081,3,1,2.0,824.0,202.0,2019.0,575.0,2024-02-07,20.0,False,1500000,-2.127659574468085,2024Q1
137 IDRIS ROAD ,"STROWAN, CHRISTCHURCH",8052,3,1,2.0,607.0,114.0,1940.0,650.0,2024-02-07,7.0,False,760000,-2.127659574468085,2024Q1
5 WILMERS ROAD ,"HORNBY, CHRISTCHURCH",8025,3,2,2.0,712.0,177.0,2018.0,775.0,2024-02-07,7.0,False,940000,10.638297872340425,2024Q1
2/97 CLYDE ROAD ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,508.0,200.0,1990.0,765.0,2024-02-07,7.0,False,850000,30.21276595744681,2024Q1
2/16 LESLIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,100.0,1985.0,560.0,2024-02-08,7.0,False,520000,-4.761904761904762,2024Q1
112 SMITH STREET,"WOOLSTON, CHRISTCHURCH",8062,2,1,1.0,643.0,90.0,1950.0,530.0,2024-02-08,7.0,False,510000,0.9523809523809524,2024Q1
74 DERBY STREET ,"ST ALBANS, CHRISTCHURCH",8014,5,2,3.0,703.0,240.0,1930.0,575.0,2024-02-08,7.0,False,2030000,0.0,2024Q1
180 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,4,3,2.0,940.0,185.0,1910.0,360.0,2024-02-08,8.0,False,705000,-1.9607843137254901,2024Q1
3/23 BRITTAN STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,190.0,98.0,2020.0,450.0,2024-02-08,7.0,False,590000,3.9215686274509802,2024Q1
6/39 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,146.0,70.0,2024.0,520.0,2024-02-08,8.0,False,620000,0.0,2024Q1
2/129 TANCRED STREET,"LINWOOD, CHRISTCHURCH",8062,2,2,1.0,116.0,99.0,2023.0,549.0,2024-02-08,7.0,False,690000,0.0,2024Q1
6 LEWIS STREET,"HOON HAY, CHRISTCHURCH",8025,2,1,1.0,812.0,93.0,1950.0,550.0,2024-02-08,7.0,False,600000,4.571428571428571,2024Q1
2/507 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,508.0,150.0,1997.0,645.0,2024-02-08,7.0,False,630000,23.387096774193548,2024Q1
4/387 ARMAGH STREET,"LINWOOD, CHRISTCHURCH",8011,2,2,1.0,114.0,96.0,2023.0,545.0,2024-02-08,7.0,False,645000,3.5849056603773586,2024Q1
1 TIRANGI STREET ,"HEI HEI, CHRISTCHURCH",8042,3,1,2.0,690.0,110.0,1960.0,470.0,2024-02-08,7.0,False,550000,4.032258064516129,2024Q1
1/111 KAIWARA STREET,"HOON HAY, CHRISTCHURCH",8025,2,1,1.0,508.0,90.0,1975.0,540.0,2024-02-08,7.0,False,520000,1.8691588785046727,2024Q1
3/12 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1.0,70.0,97.0,2023.0,620.0,2024-02-08,7.0,False,720000,2.05761316872428,2024Q1
38C SOUTHAMPTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,2,1.0,508.0,123.0,2000.0,610.0,2024-02-08,7.0,False,600000,-0.8130081300813009,2024Q1
440 PAPANUI ROAD ,"STROWAN, CHRISTCHURCH",8052,5,2,2.0,520.0,250.0,1920.0,575.0,2024-02-08,254.0,False,1110000,0.0,2024Q1
5/28 BRYNLEY STREET ,"HORNBY, CHRISTCHURCH",8042,4,1,1.0,508.0,120.0,1975.0,680.0,2024-02-08,7.0,False,485000,-9.333333333333334,2024Q1
2 WARDOUR MEWS ,"AVONHEAD, CHRISTCHURCH",8042,4,1,2.0,623.0,220.0,1990.0,750.0,2024-02-08,7.0,False,900000,-9.333333333333334,2024Q1
29 ROSEDALE PLACE ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,607.0,110.0,1960.0,650.0,2024-02-08,7.0,False,720000,-1.9762845849802373,2024Q1
12 ILAM PARK PLACE ,"ILAM, CHRISTCHURCH",8041,4,3,2.0,778.0,280.0,1990.0,850.0,2024-02-08,7.0,False,1080000,0.0,2024Q1
4/443 MADRAS STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,84.0,75.0,2022.0,490.0,2024-02-08,7.0,False,700000,2.857142857142857,2024Q1
654 FERRY ROAD,"WOOLSTON, CHRISTCHURCH",8023,2,1,2.0,558.0,90.0,1915.0,575.0,2024-02-08,78.0,False,580000,0.9345794392523363,2024Q1
3/90 SPRINGS ROAD,"HORNBY, CHRISTCHURCH",8042,2,1,1.0,508.0,90.0,1970.0,479.0,2024-02-08,7.0,False,445000,-8.411214953271028,2024Q1
15 HASLETT PLACE ,"UPPER RICCARTON, CHRISTCHURCH",8041,3,1,3.0,622.0,124.0,1960.0,600.0,2024-02-08,7.0,False,680000,-3.557312252964427,2024Q1
8/25 BUNYAN STREET,"WALTHAM, CHRISTCHURCH",8023,2,1,1.0,102.0,71.0,2022.0,510.0,2024-02-08,7.0,False,700000,-4.672897196261682,2024Q1
2/13 PITCAIRN CRESCENT ,"BRYNDWR, CHRISTCHURCH",8053,3,1,2.0,508.0,90.0,1990.0,690.0,2024-02-09,24.0,False,650000,2.766798418972332,2024Q1
20/15 BUNYAN STREET ,"WALTHAM, CHRISTCHURCH",8023,3,3,1.0,130.0,98.0,2022.0,600.0,2024-02-09,73.0,False,750000,-5.138339920948617,2024Q1
1/105 OFFICE ROAD,"MERIVALE, CHRISTCHURCH",8014,2,1,1.0,508.0,130.0,1990.0,625.0,2024-02-10,7.0,False,980000,-4.672897196261682,2024Q1
2/146 SIMEON STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,110.0,72.0,2022.0,545.0,2024-02-10,7.0,False,580000,0.4608294930875576,2024Q1
133 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1.0,604.0,100.0,1920.0,650.0,2024-02-10,7.0,False,640000,0.3861003861003861,2024Q1
516 HEREFORD STREET ,"LINWOOD, CHRISTCHURCH",8011,4,3,2.0,759.0,230.0,1905.0,450.0,2024-02-10,7.0,False,670000,4.895104895104895,2024Q1
3/477 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,2.0,105.0,140.0,1990.0,520.0,2024-02-10,7.0,False,300000,-5.138339920948617,2024Q1
1/92 PATTERSON TERRACE,"HALSWELL, CHRISTCHURCH",8025,2,1,2.0,508.0,150.0,1990.0,540.0,2024-02-10,7.0,False,560000,0.4608294930875576,2024Q1
49 HARRISON STREET,"MAIREHAU, CHRISTCHURCH",8013,2,1,1.0,481.0,70.0,1950.0,900.0,2024-02-10,7.0,False,565000,0.0,2024Q1
4/40 NEW BRIGHTON ROAD,"SHIRLEY, CHRISTCHURCH",8061,2,2,1.0,106.0,74.0,2023.0,530.0,2024-02-10,22.0,False,625000,-0.4608294930875576,2024Q1
275 ILAM ROAD ,"BURNSIDE, CHRISTCHURCH",8053,3,1,1.0,845.0,150.0,1930.0,600.0,2024-02-10,7.0,False,820000,-2.4390243902439024,2024Q1
4/401 CASHEL STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,80.0,1955.0,520.0,2024-02-10,7.0,False,380000,-1.8518518518518516,2024Q1
183 WITHELLS ROAD ,"AVONHEAD, CHRISTCHURCH",8042,4,3,2.0,606.0,256.0,2000.0,950.0,2024-02-10,7.0,False,1150000,13.333333333333334,2024Q1
1/23A KONINI STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,3.0,919.0,280.0,1980.0,550.0,2024-02-10,7.0,False,650000,2.2222222222222223,2024Q1
1/543A CRANFORD STREET,"PAPANUI, CHRISTCHURCH",8052,2,1,1.0,508.0,70.0,1970.0,420.0,2024-02-10,7.0,False,420000,-2.803738317757009,2024Q1
40A SLATER STREET ,"RICHMOND, CHRISTCHURCH",8013,3,2,2.0,544.0,163.0,2022.0,790.0,2024-02-10,7.0,False,870000,-2.4390243902439024,2024Q1
3/27 SHREWSBURY STREET ,"MERIVALE, CHRISTCHURCH",8014,3,1,1.0,508.0,140.0,1980.0,630.0,2024-02-10,7.0,False,840000,2.4390243902439024,2024Q1
7/112 ROSSALL STREET ,"MERIVALE, CHRISTCHURCH",8014,3,2,1.0,508.0,90.0,1960.0,550.0,2024-02-10,7.0,False,580000,2.4390243902439024,2024Q1
13 PANNELL AVENUE ,"WAINONI, CHRISTCHURCH",8061,3,1,1.0,809.0,100.0,1945.0,590.0,2024-02-10,7.0,False,465000,-2.479338842975207,2024Q1
1 MENLO TERRACE,"MOUNT PLEASANT, CHRISTCHURCH",8081,2,1,1.0,432.0,80.0,1930.0,450.0,2024-02-10,7.0,False,570000,-14.285714285714285,2024Q1
245B BARRINGTON STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,147.0,83.0,2023.0,585.0,2024-02-10,7.0,False,630000,-15.887850467289718,2024Q1
36B DUNBARTON STREET ,"REDWOOD, CHRISTCHURCH",8051,4,1,2.0,780.0,160.0,1980.0,750.0,2024-02-10,7.0,False,740000,0.0,2024Q1
4/168 EDGEWARE ROAD,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,60.0,1965.0,335.0,2024-02-10,7.0,False,315000,-14.285714285714285,2024Q1
4/9 ISABELLA PLACE,"WALTHAM, CHRISTCHURCH",8011,2,1,1.0,508.0,90.0,1990.0,460.0,2024-02-10,7.0,False,445000,-12.380952380952381,2024Q1
48 BLANKNEY STREET ,"HORNBY, CHRISTCHURCH",8042,3,1,2.0,508.0,130.0,1960.0,650.0,2024-02-10,7.0,False,620000,-4.0650406504065035,2024Q1
45 GREENHAVEN DRIVE ,"BURWOOD, CHRISTCHURCH",8083,4,1,1.0,723.0,110.0,1960.0,595.0,2024-02-10,7.0,False,570000,0.0,2024Q1
433 MAIREHAU ROAD ,"PARKLANDS, CHRISTCHURCH",8083,3,2,2.0,470.0,155.0,2000.0,800.0,2024-02-10,2093.0,False,630000,5.691056910569105,2024Q1
1/14 HORNER STREET ,"PAPANUI, CHRISTCHURCH",8053,3,1,1.0,508.0,104.0,1945.0,395.0,2024-02-10,7.0,False,600000,5.691056910569105,2024Q1
21 PAISLEY STREET ,"SUMNER, CHRISTCHURCH",8081,3,1,1.0,541.0,100.0,1940.0,590.0,2024-02-11,4.0,False,850000,-1.6666666666666667,2024Q1
2/417 WORCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,508.0,100.0,1975.0,450.0,2024-02-11,23.0,False,310000,-14.285714285714285,2024Q1
7 HANRAHAN STREET ,"UPPER RICCARTON, CHRISTCHURCH",8041,4,2,1.0,622.0,150.0,1950.0,900.0,2024-02-11,7.0,False,780000,0.0,2024Q1
377A PAPANUI ROAD ,"STROWAN, CHRISTCHURCH",8052,4,2,2.0,508.0,157.0,1950.0,890.0,2024-02-11,7.0,False,1430000,18.666666666666668,2024Q1
10A CONISTON AVENUE ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,508.0,160.0,1990.0,600.0,2024-02-12,7.0,False,710000,-1.6666666666666667,2024Q1
43 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,5,2,2.0,931.0,237.0,1910.0,700.0,2024-02-12,7.0,False,620000,0.0,2024Q1
62 KENSINGTON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,3.0,617.0,105.0,1940.0,590.0,2024-02-12,7.0,False,710000,-0.8403361344537815,2024Q1
1/107 MAIN NORTH ROAD ,"PAPANUI, CHRISTCHURCH",8052,3,1,2.0,508.0,140.0,1980.0,550.0,2024-02-12,7.0,False,530000,-0.8403361344537815,2024Q1
51A BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,2,2.0,213.0,163.0,2000.0,675.0,2024-02-12,7.0,False,820000,-0.8403361344537815,2024Q1
14 WHAKA TERRACE ,"HUNTSBURY, CHRISTCHURCH",8022,3,2,2.0,913.0,158.0,2015.0,650.0,2024-02-12,7.0,False,900000,9.243697478991598,2024Q1
2/7 DERENZY PLACE ,"AVONHEAD, CHRISTCHURCH",8042,3,1,2.0,508.0,180.0,1980.0,650.0,2024-02-12,7.0,False,750000,9.243697478991598,2024Q1
4/45 HEYWOOD TERRACE,"RICHMOND, CHRISTCHURCH",8013,2,2,1.0,112.0,88.0,2019.0,540.0,2024-02-12,7.0,False,600000,-12.380952380952381,2024Q1
2/325 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,64.0,71.0,2023.0,550.0,2024-02-12,15.0,False,610000,2.857142857142857,2024Q1
35 APPLEBY CRESCENT ,"BURNSIDE, CHRISTCHURCH",8053,3,1,2.0,637.0,102.0,1960.0,580.0,2024-02-12,7.0,False,680000,9.243697478991598,2024Q1
21 BROADBENT STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2.0,630.0,130.0,1940.0,900.0,2024-02-12,20.0,False,750000,4.0,2024Q1
39 BOWENVALE AVENUE,"CASHMERE, CHRISTCHURCH",8022,2,1,2.0,819.0,102.0,1950.0,550.0,2024-02-12,7.0,False,780000,4.761904761904762,2024Q1
3 PABLO PLACE ,"HOON HAY, CHRISTCHURCH",8025,3,1,1.0,508.0,130.0,1980.0,545.0,2024-02-12,7.0,False,640000,-2.5210084033613445,2024Q1
3/19 BRYNLEY STREET,"HORNBY, CHRISTCHURCH",8042,2,1,1.0,508.0,80.0,1970.0,490.0,2024-02-12,7.0,False,425000,8.91089108910891,2024Q1
211A SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,3,2,2.0,379.0,148.0,2014.0,800.0,2024-02-12,7.0,False,860000,34.45378151260504,2024Q1
3/42 GIBBON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,2,1.0,127.0,73.0,2024.0,550.0,2024-02-12,7.0,False,610000,8.91089108910891,2024Q1
16 BARRIE STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,1,1.0,407.0,80.0,1910.0,620.0,2024-02-12,7.0,False,550000,1.639344262295082,2024Q1
32 LEITCH STREET ,"SOMERFIELD, CHRISTCHURCH",8024,3,1,2.0,394.0,114.0,1900.0,575.0,2024-02-12,7.0,False,620000,1.639344262295082,2024Q1
7/72 SPRINGS ROAD,"HORNBY, CHRISTCHURCH",8042,2,1,1.0,508.0,60.0,1975.0,420.0,2024-02-12,7.0,False,325000,3.1578947368421053,2024Q1
8/91 SPRINGFIELD ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,2,1.0,114.0,76.0,2021.0,545.0,2024-02-12,3.0,False,710000,5.825242718446602,2024Q1
60 PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1.0,878.0,104.0,1950.0,640.0,2024-02-12,3.0,False,570000,-1.5873015873015872,2024Q1
115B NEVILLE STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,155.0,41.0,2023.0,560.0,2024-02-12,34.0,False,620000,0.4608294930875576,2024Q1
1/441 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,4,1.0,219.0,129.0,2019.0,850.0,2024-02-12,50.0,False,910000,-0.7751937984496124,2024Q1
16A TRUMAN ROAD ,"BRYNDWR, CHRISTCHURCH",8053,6,7,1.0,579.0,232.0,2015.0,290.0,2024-02-12,84.0,False,1090000,-22.666666666666664,2024Q1
6/34 HOLLY ROAD,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,100.0,1970.0,625.0,2024-02-12,2.0,False,650000,3.225806451612903,2024Q1
2 BERRY STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1970.0,500.0,2024-02-13,7.0,False,560000,3.225806451612903,2024Q1
5 WYATT PLACE ,"RUSSLEY, CHRISTCHURCH",8042,3,1,2.0,809.0,130.0,1960.0,600.0,2024-02-13,7.0,False,630000,-0.7751937984496124,2024Q1
1/5 JAMES CONDON PLACE,"REDWOOD, CHRISTCHURCH",8051,2,1,1.0,508.0,96.0,1970.0,499.0,2024-02-13,15.0,False,485000,-7.834101382488479,2024Q1
3 JOHN OLLIVER TERRACE ,"HALSWELL, CHRISTCHURCH",8025,3,2,2.0,712.0,182.0,2000.0,620.0,2024-02-13,7.0,False,820000,-1.5873015873015872,2024Q1
3/56 SHANDS ROAD ,"HORNBY, CHRISTCHURCH",8042,5,3,3.0,812.0,180.0,1970.0,450.0,2024-02-13,7.0,False,930000,-4.3478260869565215,2024Q1
2/111 KAIWARA STREET,"HOON HAY, CHRISTCHURCH",8025,2,1,1.0,508.0,90.0,1975.0,525.0,2024-02-13,7.0,False,520000,-7.834101382488479,2024Q1
2/294A WESTMINSTER STREET,"MAIREHAU, CHRISTCHURCH",8013,2,1,1.0,508.0,100.0,1975.0,480.0,2024-02-13,7.0,False,405000,-6.728971962616822,2024Q1
246 HILLS ROAD ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1.0,774.0,111.0,1945.0,560.0,2024-02-13,7.0,False,520000,-3.225806451612903,2024Q1
16/6 TRENT STREET,"LINWOOD, CHRISTCHURCH",8011,2,1,1.0,71.0,61.0,2023.0,500.0,2024-02-13,7.0,False,530000,-2.4390243902439024,2024Q1
1/677 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1.0,391.0,139.0,2024.0,645.0,2024-02-13,8.0,False,660000,0.0,2024Q1
4/25 MARLBOROUGH STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,99.0,72.0,2023.0,510.0,2024-02-13,7.0,False,550000,-0.9900990099009901,2024Q1
32 ANDOVER STREET ,"MERIVALE, CHRISTCHURCH",8014,4,1,1.0,475.0,205.0,1920.0,700.0,2024-02-13,61.0,False,1200000,18.666666666666668,2024Q1
9 AORANGI ROAD,"BRYNDWR, CHRISTCHURCH",8053,2,1,2.0,678.0,84.0,1940.0,630.0,2024-02-13,7.0,False,650000,-1.4492753623188406,2024Q1
5 PIRIPIRI PLACE,"BROOMFIELD, CHRISTCHURCH",8042,2,1,1.0,174.0,83.0,2020.0,530.0,2024-02-13,7.0,False,620000,2.4154589371980677,2024Q1
1/10 TONGA PLACE,"RICCARTON, CHRISTCHURCH",8041,2,2,1.0,106.0,72.0,2023.0,550.0,2024-02-13,8.0,False,610000,4.265402843601896,2024Q1
1036G COLOMBO STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,61.0,2014.0,500.0,2024-02-13,7.0,False,520000,2.4154589371980677,2024Q1
16 DUNSTAN CRESCENT ,"HORNBY, CHRISTCHURCH",8042,3,1,2.0,630.0,122.0,1960.0,620.0,2024-02-13,7.0,False,670000,0.0,2024Q1
72 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2.0,256.0,120.0,1990.0,650.0,2024-02-13,7.0,False,620000,4.032258064516129,2024Q1
90 CORONATION STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,106.0,76.0,2022.0,525.0,2024-02-13,7.0,False,670000,1.4492753623188406,2024Q1
10 REHUA LANE,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,60.0,1980.0,435.0,2024-02-13,7.0,False,510000,-0.9900990099009901,2024Q1
57C CHAMPION STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,150.0,82.0,2017.0,530.0,2024-02-13,8.0,False,570000,1.4492753623188406,2024Q1
17 KINLOCH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,3,1.0,134.0,134.0,2023.0,710.0,2024-02-13,15.0,False,870000,3.1746031746031744,2024Q1
2/65 SAINT JAMES AVENUE,"PAPANUI, CHRISTCHURCH",8053,2,1,1.0,508.0,110.0,1970.0,530.0,2024-02-13,7.0,False,570000,0.9523809523809524,2024Q1
38 MUSTANG AVENUE ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,181.0,150.0,2010.0,630.0,2024-02-13,7.0,False,700000,4.0,2024Q1
5/488 GLOUCESTER STREET,"LINWOOD, CHRISTCHURCH",8011,2,2,1.0,94.0,73.0,2022.0,520.0,2024-02-13,110.0,False,585000,1.4354066985645932,2024Q1
15 KIRIRUA AVENUE ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,479.0,180.0,2024.0,840.0,2024-02-13,7.0,False,900000,12.0,2024Q1
9/28 SUMNER STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,123.0,100.0,2023.0,720.0,2024-02-13,7.0,False,640000,0.47393364928909953,2024Q1
25 RANGER STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2.0,576.0,150.0,1980.0,640.0,2024-02-13,7.0,False,790000,0.7874015748031495,2024Q1
141 MILTON STREET,"SOMERFIELD, CHRISTCHURCH",8024,2,1,1.0,316.0,94.0,2017.0,550.0,2024-02-13,7.0,False,650000,3.7735849056603774,2024Q1
524E TUAM STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,2,1.0,202.0,121.0,2010.0,530.0,2024-02-13,7.0,False,485000,-0.7874015748031495,2024Q1
2/10 URELLA PLACE,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,508.0,100.0,1975.0,495.0,2024-02-13,7.0,False,465000,3.7735849056603774,2024Q1
3/288 MARINE PARADE,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1.0,508.0,70.0,1980.0,430.0,2024-02-13,7.0,False,470000,-6.161137440758294,2024Q1
62A SOMERVILLE CRESCENT ,"AIDANFIELD, CHRISTCHURCH",8025,3,2,2.0,318.0,150.0,2010.0,650.0,2024-02-14,7.0,False,670000,0.7874015748031495,2024Q1
40 SAINT ANDREWS HILL ROAD ,"MOUNT PLEASANT, CHRISTCHURCH",8081,3,2,2.0,819.0,150.0,1930.0,850.0,2024-02-14,7.0,False,1150000,2.3622047244094486,2024Q1
317 WOODHAM ROAD,"LINWOOD, CHRISTCHURCH",8062,2,2,2.0,450.0,92.0,2013.0,630.0,2024-02-14,7.0,False,540000,-6.161137440758294,2024Q1
2/12 KAWAU CRESCENT,"BROMLEY, CHRISTCHURCH",8062,2,1,2.0,508.0,90.0,1975.0,550.0,2024-02-14,7.0,False,435000,4.265402843601896,2024Q1
48 CHARLES STREET,"WALTHAM, CHRISTCHURCH",8011,2,1,1.0,240.0,77.0,1915.0,470.0,2024-02-14,7.0,False,490000,4.265402843601896,2024Q1
1 ROBALAN CLOSE ,"HALSWELL, CHRISTCHURCH",8025,3,2,1.0,301.0,168.0,2018.0,650.0,2024-02-14,7.0,False,800000,1.1673151750972763,2024Q1
2 SALMOND STREET ,"HOON HAY, CHRISTCHURCH",8025,3,1,1.0,635.0,100.0,1970.0,600.0,2024-02-14,7.0,False,550000,1.1673151750972763,2024Q1
10 WIERSMA LANE ,"WIGRAM, CHRISTCHURCH",8025,3,2,2.0,341.0,142.0,2017.0,640.0,2024-02-14,7.0,False,750000,-0.38910505836575876,2024Q1
1/50 SAINT ANDREWS SQUARE ,"STROWAN, CHRISTCHURCH",8052,3,1,2.0,508.0,130.0,1980.0,650.0,2024-02-14,7.0,False,1000000,-0.7751937984496124,2024Q1
39 DICKENS STREET ,"ADDINGTON, CHRISTCHURCH",8024,3,2,2.0,193.0,152.0,2008.0,675.0,2024-02-14,7.0,False,610000,0.0,2024Q1
21 MOHUA LANE,"UPPER RICCARTON, CHRISTCHURCH",8041,2,2,1.0,70.0,87.0,2023.0,580.0,2024-02-14,5.0,False,610000,3.7735849056603774,2024Q1
216 HOON HAY ROAD ,"HOON HAY, CHRISTCHURCH",8025,4,2,1.0,812.0,180.0,1960.0,630.0,2024-02-14,7.0,False,750000,-6.666666666666667,2024Q1
637 FERRY ROAD,"WOOLSTON, CHRISTCHURCH",8023,2,1,1.0,680.0,91.0,1930.0,520.0,2024-02-14,7.0,False,465000,-1.8867924528301887,2024Q1
458 LINWOOD AVENUE ,"WOOLSTON, CHRISTCHURCH",8062,3,1,1.0,607.0,100.0,1940.0,490.0,2024-02-14,7.0,False,480000,0.7751937984496124,2024Q1
11A SULLIVAN AVENUE ,"WOOLSTON, CHRISTCHURCH",8023,3,1,2.0,508.0,120.0,1980.0,535.0,2024-02-14,7.0,False,670000,-16.40625,2024Q1
